Total Time(s),Time_o1(s),Time_o2(s),var1,var2,var3,var4,var5,var6,o1,o2
29.005000114440918,29.005000114440918,0.0,-2.1533676167511375,10.85561486643767,2.0712297640556177,3.992994815030939,-0.8309030709502303,1.4998109713815366,1.3791888909476095,53.91368229751451
29.68500018119812,29.68500018119812,0.0,-0.31182293468522904,4.0720655475291245,2.520880386819316,9.377448370570539,3.0274041659069724,4.150702699648682,1.4142952917550926,47.605261483500655
29.638000011444092,29.63699984550476,0.0,-1.9090247308286632,2.3822639548077804,-0.41458604213141914,12.513292923047246,2.603829676987613,10.840487557719584,1.258346751672488,54.62477815620856
27.544999837875366,27.544999837875366,0.0,0.06528813130680655,5.7527662353347075,-0.0014866085018367947,11.128865864294424,2.0433175392462237,9.816490229273628,1.3815056837343525,39.73177305569094
28.17200016975403,28.17200016975403,0.0,-1.462921503278946,3.1899198496955186,-2.4586930173577155,4.796199928451697,-1.6246565956348686,0.1443836433399759,1.2558721894143052,22.47439163104903
28.477999925613403,28.477999925613403,0.0,-0.08172724683017174,5.325393469568069,-3.1161515597019185,2.073172591802163,1.196486571594325,3.1834654301856906,1.315664957692134,49.06011014044869
30.052000045776367,30.052000045776367,0.0,3.136808140888885,11.959119839452585,-2.716318472519176,8.03012779136927,-1.9739312161045048,12.511615995590986,1.3393933693265803,25.406064965294505
28.942999839782715,28.942999839782715,0.0,-0.7798877653516358,11.062970362961284,0.9749752977260178,3.182794052485054,-1.2304416297692427,5.759783166030908,1.1061620259563711,42.250913197617066
29.94099998474121,29.94099998474121,0.0,3.021043528988936,0.1587688549196068,2.313091411317605,9.4777037137963,-1.8670133724210152,3.5448687456981225,1.2778720725250545,43.24996059204321
27.62000012397766,27.62000012397766,0.0,0.9391313268447625,2.576215993262998,-2.401479365320389,11.576423400168043,-2.5195440395194066,2.2880153484545604,1.3505518457053298,50.955942981369304
27.877000093460083,27.877000093460083,0.0,-1.0345830941074654,9.362878814342091,2.431997601056189,5.419703196432293,-0.9824248207766617,0.582414193189426,1.3030896323929522,49.31864967573075
29.198999881744385,29.198999881744385,0.0,1.5354403035810087,0.027799581454769094,-0.32903395289685156,6.536223670961374,2.7060384458773097,0.7125251583791021,1.14875416136226,49.20143440493827
27.963000059127808,27.963000059127808,0.0,0.26861397849809876,1.439245692440699,1.9933496534679591,9.7433651841513,0.5443868365546809,5.063834835599083,1.393493227491411,35.91553573434204
28.07100009918213,28.07100009918213,0.0,0.4772863407693029,4.397274697405488,-1.9679071074151857,6.854327054417175,0.9265049270352748,7.2905736671376555,1.2606907252481896,44.123566502212114
31.013000011444092,31.013000011444092,0.0,-0.8591972247292112,7.0599094361232995,-1.4809663215220017,9.887953700466216,2.527045927120364,6.247097557771635,1.2489053167596815,45.1211988020958
33.853999853134155,33.853999853134155,0.0,2.4864438161938534,0.754119161404003,-2.8843218102856887,12.07675940102093,-2.144261891311369,5.020585414734766,1.3122653573376166,39.76570331442799
29.006999969482422,29.006999969482422,0.0,1.8524517854128852,0.6243286533996881,-0.13596794028309667,1.3093596246136796,-3.116861220312584,5.841748622936324,1.3725622798192618,50.506337300628275
32.164000034332275,32.164000034332275,0.0,2.7797137137726002,10.604215539988939,0.8421108445809367,4.353434698931895,2.1476205958046304,3.5182150496243327,1.3173115361465044,39.23191143191299
28.12000012397766,28.12000012397766,0.0,2.6261010742410305,11.402425101817489,-2.041656680695355,11.733917972687962,1.7999126802935663,8.036672222457339,1.2666197350882633,42.31168913424425
28.728000164031982,28.728000164031982,0.0,-1.5180549901100275,0.4760352747559199,-0.6841973015154585,9.163269816301922,0.29954024425239734,6.3255327585897945,1.2626758930912008,38.56443868328274
29.603000164031982,29.603000164031982,0.0,0.6586925028536692,9.977275604847199,-2.9658736154465424,10.91090284426984,-1.563910555882325,11.039959539597458,1.182054527443317,50.29911259372811
28.808000087738037,28.808000087738037,0.0,2.1769873814602754,7.5878396084966955,-0.28177067579033377,11.466824675484094,0.3692565296656478,5.959882360615543,1.3149072646781452,43.47928968401906
28.84599995613098,28.84599995613098,0.0,1.7018002408285788,11.578360361795784,2.2536883493822106,4.1377767090051165,-1.1854041168995857,6.734834037544959,1.2031182714921405,49.5925910159383
30.118000030517578,30.118000030517578,0.0,1.4026323865635444,10.722472955878828,-1.6565352540667608,3.4847875363871545,2.9720092148637587,10.07368900332543,1.155879517703096,51.52989946859662
29.324000120162964,29.324000120162964,0.0,0.3386642910700499,3.037300088853459,-2.607351219133327,4.1771601550501165,-0.1989191088837461,3.920332230090929,1.4536341220321884,43.994235983572224
30.39800000190735,30.39800000190735,0.0,2.411384657707349,1.3474672238427445,1.116897771834103,5.695651195871514,0.5745923973129892,11.507294358762326,1.2127464258439504,39.586141094222135
32.430999994277954,32.430999994277954,0.0,-0.41765095007586694,6.274884744423728,1.0089358217573654,6.728077694170487,-2.86067346190617,6.997511419793335,1.2509870667298497,50.59212959283698
30.29200005531311,30.29200005531311,0.0,-2.0515423085873543,8.511896549046895,-2.894486131808081,10.766818724641418,-1.401917273626051,3.349340785932043,1.2225303611749783,32.16846117740147
