,0,1,2,3,4,5,6,7,8,9,10
8,10.260999917984007,10.260999917984007,0.0,-0.7664999283742424,20.039149185540513,-0.9721656922612688,21.708523765514908,1.3557348560936604,7.822104253398641,1.0982416483984272,46.980268121881025
4666,57.436999797821045,57.436999797821045,0.0,0.9886584253482606,9.497880329328982,0.3952315592402338,25.683029729012986,1.1280689217383533,20.55373716006176,1.269126107026982,37.16450647671767
1514,13.287000179290773,13.287000179290773,0.0,0.5848697650940822,22.51190574301305,-0.2978969223493223,17.117497909481507,0.13875217394984882,15.671899558419845,1.2530673722624561,22.81715784186436
17202,29.5939998626709,29.5939998626709,0.0,1.4841628432605531,23.908286657301417,1.2467427340491621,10.268610912271892,1.409968156128374,7.132505200403728,1.0584111569715813,34.1706009642079
1447,12.917999982833862,12.917999982833862,0.0,1.4741556452548394,23.16588892573587,-0.8091034393487043,12.874684350784273,0.27362797721581955,15.265391824409466,1.0942126982725882,45.26160208962825
6733,12.70799994468689,12.70799994468689,0.0,-1.1891159691421342,23.50510470776332,-0.8299162177279619,18.94374224018224,0.6662813021638082,17.589494835149978,1.1179024114120932,36.52925409651892
12209,18.982999801635746,18.982999801635746,0.0,1.4692313580263057,7.099392316488628,1.2426317434019272,10.645921385084668,1.3441817924384014,16.880532363643574,1.1488842369108887,20.38337985364721
9006,37.062999963760376,37.062999963760376,0.0,1.1754265617524244,26.714361690715762,0.894241939454155,3.293035697774517,0.9608745134169094,25.907302526189486,1.3282721374242583,48.50092955317497
16698,24.48800015449524,24.48800015449524,0.0,1.4144555160001526,5.300526741381562,1.2576652387906218,7.821173031137902,1.3454993672924644,15.506325166292644,1.139566337469679,20.931858091335325
20445,113.15499997138977,113.15499997138977,0.0,1.4168035979287037,3.6829863598033503,1.4002009490030167,8.504603700863239,-1.1319625412374248,12.29525832598264,1.0724122985720173,45.25328711721588
11300,13.523000001907349,13.523000001907349,0.0,-0.6232511051333218,8.807162758513249,0.4042338407775791,8.03500666901171,-0.3931347091172264,10.679248200630504,1.2978710486064462,21.023689481399444
5924,81.66100001335144,81.66100001335144,0.0,0.3982951750142385,4.401055470024619,-1.1761634253946611,7.698202495826468,1.1695302459749617,26.27880732129957,1.1570617540630201,63.8572559419669
