Algorithm,Run,HV,ONVG,SPACING,SPREAD,MAXIMUM SPREAD,ONVGR,Error Ratio,Max Pareto Front Error,GD,IGD
PAES,1,0.2537842288,42,0.3175421089061066,0.4264465757025033,0.4765282915506134,3.0,0.9761904761904762,5.7754231453453935,0.44937764012952724,0.5685934306489198
PAES,2,0.104713827,32,0.07341819043606694,0.2024975298679006,0.2003971849729036,1.3333333333333333,0.6875,4.3777349256974105,0.3937878693020076,4.360899424095778
PAES,3,0.2930759891,40,0.2960941428002393,0.3084491215256559,0.3939179761088946,2.1052631578947367,1.0,23.068926291352426,1.2531290601261613,4.485231269780481
NSGAII,1,0.2444086118,31,0.12860779331774988,0.2564428430134464,0.4814521303371256,2.2142857142857144,0.8709677419354839,7.297878428311025,0.48767120311798506,0.706234330151944
NSGAII,2,0.1983911896,12,1.5382043037483568,1.0440496796101082,0.5980355008684975,0.5,0.6666666666666666,13.672223328419484,2.1996019452026863,1.79494308149804
NSGAII,3,0.3047095932,27,4.209451053211744,1.2035746567658174,0.7187283596906064,1.4210526315789473,1.0,25.892301186699388,1.9197536801967703,0.8561414777423945
GDE3,1,0.2806452369,17,10.215210289388995,2.351350939757872,0.8488502165280916,1.2142857142857142,0.9411764705882353,34.91692381600059,4.5074616805168555,0.7763655827099465
GDE3,2,0.2758644002,21,1.0300268447994096,0.8980908459557051,0.7333541282045353,0.875,1.0,13.475549571003425,1.7632325070481405,1.179903019005475
GDE3,3,0.2472238614,21,0.7454490284356643,0.6859248803534423,0.7441692470183304,1.105263157894737,0.8571428571428571,18.311918170083732,1.7044399080930195,0.592070654674681
CMAES,1,0.3184833548,21,3.9016877042583253,1.2259904278992302,0.488547394875276,1.5,1.0,18.234577331754075,1.4088823961744847,2.5922025823038672
CMAES,2,0.3029127538,20,0.10797840017822546,0.24718876332222983,0.3429760184704373,0.8333333333333334,1.0,14.695962805415387,2.6871165816010203,4.78404286940858
CMAES,3,0.2799355675,39,0.16604100972311508,0.22750676467093087,0.3723615268198083,2.0526315789473686,1.0,5.829419257351327,0.34427030213060583,2.7276945997514455
GPR_NSGAII,1,0.2935976974,13,2.582295358045618,1.5191988708386754,0.6231518952910795,0.9285714285714286,1.0,14.882941759176438,1.467510078948356,0.3742453470249254
GPR_NSGAII,2,0.247475162,14,3.120646974490218,1.672460731499478,0.485493929636654,0.5833333333333334,1.0,12.173939042097976,1.741859199188354,2.260267082833744
GPR_NSGAII,3,0.2659373767,10,27.504981029564455,3.301095984987369,0.5195315931235456,0.5263157894736842,1.0,7.847466286310331,1.121157603987139,1.1596883633521171
GPR_Random,1,0.1596484708,5,14.255432880636828,3.4024259023619807,0.24319122939523738,0.35714285714285715,1.0,5.800950746573588,1.519861356909296,1.5444338746936217
GPR_Random,2,0.2535956292,9,1.2334279410741695,0.7701539588813671,0.4527389811762813,0.375,1.0,7.960755222131639,1.5459602434794328,2.3307269952169487
GPR_Random,3,0.3010161167,9,20.675087062938125,3.5877766947485283,0.5647037881550957,0.47368421052631576,1.0,16.85833319455974,1.9760316431289817,1.3632652693854777
GPR_SMPSO,1,0.2044799767,17,16.709551149127265,2.947139924446093,0.7137213533157399,1.2142857142857142,0.8823529411764706,8.498624348980083,0.5790106479332644,0.6615324623302136
GPR_SMPSO,2,0.1557383104,10,2.8099101445033448,1.0297317341245618,0.39967921702952736,0.4166666666666667,1.0,12.185757396492761,1.8928500286399772,3.46772057279893
GPR_SMPSO,3,0.2680993635,13,6.295841591525362,1.9033410357910316,0.5891930473693445,0.6842105263157895,1.0,7.6176190176905845,0.9488868331873372,0.6576549731610911
MLP_NSGAII,1,0.2496509663,10,3.3983350128188246,1.6588036395775816,0.6804961676125876,0.7142857142857143,1.0,3.7195253351855406,0.6962485143497112,0.4830191164492033
MLP_NSGAII,2,0.2161678567,8,37.42762560393153,4.458517786334929,0.4725967412529926,0.3333333333333333,1.0,7.8934035889499325,1.1000908032966827,2.515754003548193
MLP_NSGAII,3,0.0921913814,5,4.192543295011155,2.2643542059981803,0.30265143515237497,0.2631578947368421,0.6,0.5786426192725522,0.15541312722019457,3.5743420102228867
MLP_Random,1,0.2331596413,9,9.150431757786903,2.6271866888331763,0.4987911444391445,0.6428571428571429,1.0,3.5609322776245045,0.7358300812947329,0.738455338534374
MLP_Random,2,0.2643173175,10,3.405487683138126,1.6666955328939501,0.4399564805546594,0.4166666666666667,1.0,9.274363927579179,1.7396614787069047,2.2584153958913658
MLP_Random,3,0.2232394637,7,2.7124193581688485,1.2451508539747664,0.4664098197057054,0.3684210526315789,1.0,1.9064021391037405,0.30534519288329764,0.6608138818061979
MLP_SMPSO,1,0.2392476859,9,24.383827033743096,4.668998382250983,0.6467481084312218,0.6428571428571429,1.0,4.382231481617428,0.8218054474245864,1.171574411310313
MLP_SMPSO,2,0.1483540939,4,54.286936401413804,6.938107571920113,0.4805828079480173,0.16666666666666666,1.0,6.291450929709097,1.5790920790814305,3.031977360991519
MLP_SMPSO,3,0.2364493932,6,107.66139291144546,8.206426788321503,0.6340822456115667,0.3157894736842105,0.8333333333333334,9.72635768596842,1.7034733734762446,1.5728307397342487
RF_NSGAII,1,0.271849201,13,4.673048434782339,1.9507329192810525,0.5282161553572328,0.9285714285714286,1.0,12.399997286478701,1.3235938828001397,1.0392871923320055
RF_NSGAII,2,0.2642368991,14,8.92105771583435,2.107684613220915,0.5666109552109702,0.5833333333333334,0.9285714285714286,11.394899273299366,1.3096408580613352,1.7169166703727978
RF_NSGAII,3,0.2494734705,17,3.7416359523876945,1.4846051635604045,0.44525964542534885,0.8947368421052632,1.0,7.258480334725917,0.5349652105636199,1.074856279007811
RF_Random,1,0.2252650567,11,0.6318509229140752,0.7460771171598616,0.42264154902949935,0.7857142857142857,0.9090909090909091,4.178331237428548,0.5885008264506055,1.177095400193668
RF_Random,2,0.2744195096,11,8.175330506324894,2.012654465559238,0.539738584274294,0.4583333333333333,1.0,12.745290716017669,2.1548783783646646,1.7795387548720194
RF_Random,3,0.1994498628,8,2.6220979438802567,1.363234381048915,0.39136166446941417,0.42105263157894735,1.0,2.799962943260306,0.5779060664330674,0.8569667722604253
RF_SMPSO,1,0.2650595942,10,6.886444673252679,2.321440680808384,0.5848066886126085,0.7142857142857143,1.0,9.982155223595145,1.0521990926602156,0.8721984688717893
RF_SMPSO,2,0.2385518747,14,2.0547153367984587,1.103427505075492,0.5621707572194956,0.5833333333333334,1.0,8.466930183476986,1.2996350123917557,2.265788286045686
RF_SMPSO,3,0.2113573236,8,8.268979598890114,2.01239003075867,0.4147626075742048,0.42105263157894735,0.75,3.4199837257850887,0.4673884098334036,0.908817266956961
