Algorithm,Run,HV,ONVG,SPACING,SPREAD,MAXIMUM SPREAD,ONVGR,Error Ratio,Max Pareto Front Error,GD,IGD
OMOPSO,1,0.186812598,12,0.47894023487190646,0.5753630214427292,31.755513737097722,0.8571428571428571,0.75,4.104703969253292,0.4639895434939056,0.8192764859986
OMOPSO,2,0.2432110466,22,2.255862839670585,1.3479768853674021,66.93412840612986,0.9166666666666666,0.9090909090909091,12.451321901421073,1.1914192369700098,0.7537457137236663
OMOPSO,3,0.2443394826,11,15.644750386258488,3.5637136159930827,65.47203629072652,0.5789473684210527,0.7272727272727273,32.36841829619162,3.5756699880737415,0.798571699028409
SMPSO,1,0.3264600875,31,1.1530074791347735,0.9145431398741266,88.61903770028921,2.2142857142857144,0.9354838709677419,48.641858475799125,3.4585975827832685,0.4559794435192935
SMPSO,2,0.2151563542,16,3.1943890099432775,1.6098808734919374,78.07620207131049,0.6666666666666666,0.6875,12.659620004026044,1.3155302194318745,0.347938140686042
SMPSO,3,0.2096380919,23,1.5375053628893085,0.9884600832485794,40.93422878748542,1.2105263157894737,0.6956521739130435,4.325182589304863,0.30075497210394997,0.1928016358412961
MOEAD,1,0.3305409743,31,2.92104069545353,1.3324241159323027,58.37465233127657,2.2142857142857144,1.0,20.086372106823045,1.3227674657142134,0.478894532586668
MOEAD,2,0.2973961145,38,3.56834321913784,0.967211079603405,53.243235385293374,1.5833333333333333,1.0,14.001670071254516,0.6523709588362951,1.3509701718450369
MOEAD,3,0.3048246475,20,2.7734933695325488,1.235811381151452,48.544979199791456,1.0526315789473684,1.0,10.769825273512355,1.1371261035059288,0.34432991368946037
SPEA2,1,0.2907258308,27,2.7099986484283365,1.320335746883739,47.92727041292731,1.9285714285714286,1.0,16.66668701363704,0.9210362595026906,1.0616213535097276
SPEA2,2,0.2518588534,26,2.1311641982324416,0.9870252651454942,38.47434270813611,1.0833333333333333,1.0,12.775211582940804,1.1168513759332142,2.179651639136679
SPEA2,3,0.2647699963,15,15.109216363700826,2.259983621114865,46.075244452117566,0.7894736842105263,0.9333333333333333,15.216702949341952,1.426728431435884,0.9944743513355968
EpsMOEA,1,0.249031751,24,0.587947883912433,0.6565499362471485,39.055820474276366,1.7142857142857142,1.0,9.151050932749186,0.8451908027398324,1.154529754343376
EpsMOEA,2,0.2866525474,32,0.5609500722742895,0.47459864003666463,37.191017398233946,1.3333333333333333,1.0,14.952556334058773,1.5865316244521077,2.6109359055151704
EpsMOEA,3,0.3203237294,35,1.1815226346917818,0.794917712440622,57.59254654006505,1.8421052631578947,1.0,20.474029766221573,1.776531373933119,0.4008667136161704
PESA2,1,0.2982225855,33,1.5000801659579883,0.9043287542803875,47.307610989570726,2.357142857142857,1.0,14.299829277105975,0.9586168666240257,0.6797872643166384
PESA2,2,0.304960282,27,11.777829164201373,1.494691730463529,52.94005442045487,1.125,0.9259259259259259,12.682052101402673,1.0150799984495653,1.2798699056547587
PESA2,3,0.3192062588,28,2.191656921417929,1.0956743189445277,49.079787583889676,1.4736842105263157,1.0,23.148548158554206,1.5347342530563235,1.6195647297288962
PAES,1,0.2537842288,42,0.3175421089061066,0.4264465757025035,39.32379723477632,3.0,0.9761904761904762,5.7754231453453935,0.44937764012952724,0.5685934306489198
PAES,2,0.104713827,32,0.07341819043606695,0.20249752986790054,16.780366006164943,1.3333333333333333,0.6875,4.3777349256974105,0.39378786930200765,4.360899424095778
PAES,3,0.2930759891,40,0.29609414280023927,0.3084491215256559,31.34427823603887,2.1052631578947367,1.0,23.068926291352426,1.2531290601261613,4.485231269780481
NSGAII,1,0.2444086118,31,0.1286077933177499,0.2564428430134464,40.011051295833354,2.2142857142857144,0.8709677419354839,7.297878428311025,0.48767120311798506,0.706234330151944
NSGAII,2,0.1983911896,12,1.5382043037483568,1.044049679610108,45.361055489932006,0.5,0.6666666666666666,13.672223328419484,2.1996019452026863,1.79494308149804
NSGAII,3,0.3047095932,27,4.209451053211743,1.2035746567658177,58.19359059208749,1.4210526315789473,1.0,25.892301186699388,1.91975368019677,0.8561414777423945
GDE3,1,0.2806452369,17,10.215210289388992,2.351350939757872,67.04956671437685,1.2142857142857142,0.9411764705882353,34.91692381600059,4.507461680516855,0.7763655827099465
GDE3,2,0.2758644002,21,1.0300268447994096,0.8980908459557048,56.34683347735657,0.875,1.0,13.475549571003425,1.7632325070481403,1.179903019005475
GDE3,3,0.2472238614,21,0.7454490284356643,0.6859248803534425,56.72314554782107,1.105263157894737,0.8571428571428571,18.311918170083732,1.7044399080930195,0.592070654674681
CMAES,1,0.3184833548,21,3.9016877042583253,1.2259904278992304,39.947558113755136,1.5,1.0,18.234577331754075,1.4088823961744847,2.5922025823038672
CMAES,2,0.3029127538,20,0.10797840017822545,0.2471887633222299,26.909127823212245,0.8333333333333334,1.0,14.695962805415387,2.6871165816010203,4.78404286940858
CMAES,3,0.2799355675,39,0.16604100972311506,0.22750676467093087,24.578617699177684,2.0526315789473686,1.0,5.829419257351327,0.34427030213060583,2.7276945997514455
GPR_NSGAII,1,0.2935976974,13,2.582295358045618,1.5191988708386754,52.98513590868123,0.9285714285714286,1.0,14.882941759176438,1.467510078948356,0.3742453470249254
GPR_NSGAII,2,0.247475162,14,3.1206469744902186,1.6724607314994775,38.79042731405486,0.5833333333333334,1.0,12.173939042097976,1.7418591991883539,2.260267082833744
GPR_NSGAII,3,0.2659373767,10,27.504981029564455,3.301095984987369,42.610039505973326,0.5263157894736842,1.0,7.847466286310331,1.121157603987139,1.1596883633521171
GPR_Random,1,0.1596484708,5,14.255432880636826,3.4024259023619803,18.322508948482593,0.35714285714285715,1.0,5.800950746573588,1.519861356909296,1.5444338746936217
GPR_Random,2,0.2535956292,9,1.2334279410741695,0.7701539588813672,35.811016696812516,0.375,1.0,7.960755222131639,1.5459602434794328,2.3307269952169487
GPR_Random,3,0.3010161167,9,20.675087062938125,3.5877766947485283,45.93095219582394,0.47368421052631576,1.0,16.85833319455974,1.9760316431289817,1.3632652693854777
GPR_SMPSO,1,0.2044799767,17,16.70955114912726,2.9471399244460925,48.47714034884094,1.2142857142857142,0.8823529411764706,8.498624348980083,0.5790106479332644,0.6615324623302136
GPR_SMPSO,2,0.1557383104,10,2.8099101445033443,1.029731734124562,28.04036507025644,0.4166666666666667,1.0,12.185757396492761,1.8928500286399772,3.46772057279893
GPR_SMPSO,3,0.2680993635,13,6.2958415915253605,1.9033410357910325,48.534067808928796,0.6842105263157895,1.0,7.6176190176905845,0.9488868331873372,0.6576549731610911
MLP_NSGAII,1,0.2496509663,10,3.398335012818825,1.6588036395775818,40.938825877117495,0.7142857142857143,1.0,3.7195253351855406,0.6962485143497112,0.4830191164492033
MLP_NSGAII,2,0.2161678567,8,37.427625603931524,4.45851778633493,35.74778514198622,0.3333333333333333,1.0,7.8934035889499325,1.1000908032966827,2.515754003548193
MLP_NSGAII,3,0.0921913814,5,4.192543295011155,2.26435420599818,10.19446030390598,0.2631578947368421,0.6,0.5786426192725522,0.15541312722019457,3.5743420102228867
MLP_Random,1,0.2331596413,9,9.150431757786901,2.6271866888331767,39.177902206181024,0.6428571428571429,1.0,3.5609322776245045,0.7358300812947327,0.738455338534374
MLP_Random,2,0.2643173175,10,3.405487683138127,1.6666955328939501,37.094547953629146,0.4166666666666667,1.0,9.274363927579179,1.7396614787069047,2.2584153958913658
MLP_Random,3,0.2232394637,7,2.7124193581688485,1.2451508539747664,35.77149044842976,0.3684210526315789,1.0,1.9064021391037405,0.30534519288329764,0.6608138818061979
MLP_SMPSO,1,0.2392476859,9,24.3838270337431,4.668998382250982,44.202171723517615,0.6428571428571429,1.0,4.382231481617428,0.8218054474245864,1.171574411310313
MLP_SMPSO,2,0.1483540939,4,54.286936401413804,6.938107571920113,31.575361205678597,0.16666666666666666,1.0,6.291450929709097,1.5790920790814305,3.031977360991519
MLP_SMPSO,3,0.2364493932,6,107.6613929114455,8.206426788321503,49.461470645299215,0.3157894736842105,0.8333333333333334,9.72635768596842,1.7034733734762446,1.5728307397342487
RF_NSGAII,1,0.271849201,13,4.6730484347823396,1.9507329192810527,42.253453805953654,0.9285714285714286,1.0,12.399997286478701,1.32359388280014,1.0392871923320055
RF_NSGAII,2,0.2642368991,14,8.921057715834353,2.1076846132209157,46.78054233583522,0.5833333333333334,0.9285714285714286,11.394899273299366,1.3096408580613352,1.7169166703727978
