,0,1,2,3,4,5,6,7,8,9,10
1464,12.73199987411499,12.73199987411499,0.0,1.051153346205829,24.29047904674084,-0.7727933907626969,16.739616166221225,0.13875217394984882,13.701304437007954,1.1266143238124973,40.612531770821775
16848,26.7240002155304,26.7240002155304,0.0,1.4238484402607479,26.97390361465725,1.3166618630543283,21.326770587948772,1.4686341547663913,23.12120615470402,1.1655887722940932,11.977053905921435
18916,11.576000213623047,11.576000213623047,0.0,0.6578843946918679,30.70055616699193,-0.7786881495160706,17.567982695489313,0.822950140580808,29.908593064373388,1.2509844124991074,39.355129705748794
23078,10.388000011444092,10.388000011444092,0.0,-1.5707963267948966,2.5826520169687326,-1.5707963267948966,0.0,-1.5488555043687209,0.2194082242617537,1.136136910826502,5.266345669982403
23923,17.058000087738034,17.058000087738034,0.0,-0.8658504309183942,15.033339562104766,-0.5510231846773104,7.35322268375807,0.8924565953596467,7.798282026752549,1.1662615898106965,38.53524581272483
4249,22.49799990653992,22.49799990653992,0.0,-1.267251915368556,18.894292651672977,-1.174807909170982,7.480812406304102,-1.5438810040833406,26.78846952426588,1.0751526137157408,39.46607634445229
22941,9.539999961853027,9.539999961853027,0.0,0.539264384515556,25.82977326730555,-0.5633550397291267,18.14382643811849,-0.26691870560975106,15.698460293978556,1.2774973925366293,29.641344613092212
17899,68.3420000076294,68.3420000076294,0.0,-1.5707963267948966,0.18811212519452405,1.5703690243597035,0.07469563621783996,-1.3922811775430348,31.41592653589793,0.8247511697958474,88.4149395425365
24452,12.930999994277954,12.930999994277954,0.0,-1.5707963267948966,0.0,1.5707963267948966,31.41592653589793,-1.5707963267948966,31.06342552652123,0.6534892880167159,88.30844949172396
23917,16.82200002670288,16.82200002670288,0.0,0.24659416185928404,18.52510142884216,1.1209803926182262,21.429605622751357,-0.328264817210874,18.811519671778054,1.2193924244812853,28.142334332613462
12364,20.569000005722046,20.569000005722046,0.0,1.3838153336971786,7.052390545929478,-1.4889536436517654,19.651977016382155,1.4337306654529165,23.472514260413323,1.0052086211455455,60.15725609285359
23087,10.48799991607666,10.48799991607666,0.0,1.5707963267948966,31.41592653589793,0.7303100960368221,31.41592653589793,1.5707963267948966,31.41592653589793,1.0466722611764958,16.319297078833742
7561,17.302000045776367,17.302000045776367,0.0,1.5707963267948966,11.926614172784559,1.5707963267948966,15.951165413377927,1.5099647321593317,5.029276794670633,1.1685543351665326,21.887464819821158
24,12.848999977111815,12.848999977111815,0.0,0.7157892683981206,16.429171635200163,0.1925449917586184,15.484101476751807,0.4461973567405229,22.780192189157948,1.305734866163182,19.877125498957803
7268,6.92900013923645,6.92900013923645,0.0,1.0698252468710787,6.820479206015963,0.4155641722094034,14.435163394601046,-0.4362647645059869,17.788293154587812,1.1685653666941984,36.41333798995407
7179,6.4160001277923575,6.4160001277923575,0.0,0.8218062336067438,6.523955755451155,0.5974619459844428,14.694627552472573,-0.3258458471383747,18.07645102065475,1.232324942098113,33.85423906787275
8658,16.353000164031982,16.353000164031982,0.0,-1.323982283635168,13.616246031448606,-1.5136037525628956,12.522941479951944,-1.470261564855758,24.312320979545245,1.1440214169707017,24.77916647348624
6792,12.230000019073485,12.230000019073485,0.0,-1.150112757500729,23.50510470776332,-0.8299162177279619,19.610301186540905,0.6662813021638082,17.048471692909484,1.119226685478627,35.91603478856255
5212,13.930000066757202,13.930000066757202,0.0,-1.208078235287303,25.671339402900525,1.1462498829172287,18.79153849036292,-1.3031550438158976,3.030422855780196,1.038345273438296,66.91446935474832
23895,16.806999921798706,16.806999921798706,0.0,0.5462855144801877,13.908619392468331,-1.1335770560743477,15.959093461061215,-0.33893895998612816,18.81122426158385,1.195922282744723,33.15000820704451
9125,40.16600012779236,40.16600012779236,0.0,-0.7972585951225589,22.55742777178753,0.8611374429128613,27.02272413812138,-1.1831395642744764,6.87690779193716,1.1424151002239402,57.953354113922316
5400,12.46500015258789,12.46500015258789,0.0,1.372638794518681,8.805985445025367,-1.064467823378628,31.41592653589793,-1.153495475235565,13.488333933156133,1.2824075293727994,66.96389278858489
20563,30.535000085830692,30.535000085830692,0.0,0.0,14.474308980467171,0.0,20.072443167406885,0.0,15.707963267948966,1.3361580445620562,11.19626837387943
17149,32.15400004386902,32.15400004386902,0.0,1.4323496469049593,25.188745005623296,1.3282208049318631,21.25612333143766,1.5020225388240351,24.27188805266469,1.1736252208397344,8.699131370579787
16169,20.374000072479244,20.374000072479244,0.0,1.4359068042256307,12.704147085415947,1.3250022643137502,22.356011835124644,1.0065577453566363,17.675604303991662,1.1679119483097558,21.916124734329987
4853,12.059000015258787,12.059000015258787,0.0,1.2554394572897776,9.278631097659067,-0.8967242573150789,26.090157246741533,0.5332017760144709,20.338782049043655,1.14970384306708,51.78308117932379
