Total time (s),Time o1,Time o2,α1,y1,α2,y2,α3,y3,O1,O2
16.44000005722046,16.313999891281128,0.12600016593933105,-1.018955469474025,26.47501189075366,-0.6694186228358292,7.485148927915837,-1.5516505634630327,30.498176464528267,1.1954840283975663,50.47733772973906
15.79099988937378,15.79099988937378,0.0,0.09104270920920765,28.539690999284904,-1.499876328889817,21.42319012209678,-1.0046373805791666,17.59082129179951,1.288079803078592,37.293124221057326
15.730999946594238,15.730999946594238,0.0,-0.6689735529033917,8.773766512266208,-0.0566116731583286,24.70386819198772,-1.4103345821391833,3.231710323458099,1.2809477370886695,51.01343040066095
15.683000087738037,15.683000087738037,0.0,0.905580393711348,18.12339758379722,1.042973874555019,27.552437250757723,-1.084958767290349,0.6649855902771823,1.2636261123603403,65.8152618117409
15.836999893188477,15.836999893188477,0.0,0.13028268430780177,28.585939321566105,0.6077693052163515,11.74833140342267,-0.29885154630258715,20.097063613411333,1.3610877087142956,39.0867967549047
16.22499990463257,16.22499990463257,0.0,1.4774971368681795,26.212953648397573,-0.28120434488018264,25.29972517654581,-0.41395721057788726,27.18783335642823,1.2724886332535712,33.988800246734364
16.124000072479248,16.124000072479248,0.0,-0.5152355442788452,22.2339956782482,1.00866687258877,13.431561084174682,0.12354449563900949,9.212416287291516,1.279077420248301,40.37860112572017
16.016000032424927,16.016000032424927,0.0,-0.4828305658431513,0.13324249176067884,-1.2796839132075148,18.245812375416456,0.5793943768126373,19.528542418010336,1.3892290257093378,57.664092218800775
15.962000131607056,15.962000131607056,0.0,-0.8521260869561096,7.556939517126608,-0.08033483559790788,8.316013153766555,-0.17856393306535878,19.47870169437866,1.3447922451495673,32.40286743946678
15.772000074386597,15.772000074386597,0.0,0.05297035696427055,12.705973443043174,0.27165766207620434,26.717953643442865,-0.881134955535936,21.108111920853748,1.3203700928941358,38.756113041666325
16.16100001335144,16.16100001335144,0.0,-0.8659497938283717,22.634794640905064,0.7650610633529147,16.65346082351129,1.5099647321593315,5.029276794670633,1.037696582005505,55.03277044764009
16.122999906539917,16.122999906539917,0.0,-1.1848135358268,9.470388619495964,-1.01082989658711,23.066180441162377,-1.5030026564364944,29.01323513864435,1.141298472029309,41.192448487476625
15.996999979019165,15.996999979019165,0.0,0.9497549945639072,24.682625257256802,-1.083823116204085,17.66157567668806,-0.9280447802544941,10.211328806739338,1.1238098143078092,47.687899846007774
16.249000072479248,16.249000072479248,0.0,-1.0767302456853032,5.097347581062792,-1.3981038779837558,20.22467028282739,-0.777466942575087,11.904275897944125,1.174494951904869,33.21452141337214
16.158999919891357,16.158999919891357,0.0,1.26511144237453,9.436076879514445,1.236536887339832,2.1965199293462594,0.37941123775099106,12.288127585301536,1.266134436524347,29.3511771277624
15.92300009727478,15.92300009727478,0.0,-1.018955469474025,30.953589246313882,-0.6694186228358292,7.485148927915837,-1.5516505634630327,30.498176464528267,1.3384728260433711,53.554705472846166
16.09599995613098,16.09599995613098,0.0,1.5707963267948966,28.539690999284904,-1.499876328889817,21.42319012209678,-1.0046373805791666,17.59082129179951,1.1223456524690667,49.54467552296135
16.28600001335144,16.28600001335144,0.0,-1.1519081654067875,18.590016608604888,-0.0566116731583286,24.70386819198772,-1.4103345821391833,3.231710323458099,1.2023017278281647,52.50790570390767
16.29700016975403,16.29700016975403,0.0,0.905580393711348,6.954024334863389,1.042973874555019,27.552437250757723,-1.084958767290349,0.6649855902771823,1.252518238640219,70.63532347126451
16.194999933242798,16.194999933242798,0.0,0.13028268430780177,6.393570841682942,0.6077693052163515,11.74833140342267,-0.29885154630258715,20.097063613411333,1.3327434257875428,33.59474551694984
16.294000148773193,16.294000148773193,0.0,-0.07877483830761811,26.212953648397573,-0.28120434488018264,25.29972517654581,-1.3967616588946181,27.18783335642823,1.2953099354662398,25.255894088674186
16.123000144958496,16.123000144958496,0.0,-0.5152355442788452,22.2339956782482,0.5437340903913529,13.431561084174682,0.12354449563900949,9.212416287291516,1.2850978101937538,33.788416703848895
16.217999935150146,16.217999935150146,0.0,-0.4828305658431513,31.41592653589793,-1.1711627631389177,12.15793018937659,0.5793943768126373,19.528542418010336,1.2924732375489567,53.056043711890425
15.90399980545044,15.90399980545044,0.0,-0.8521260869561096,7.556939517126608,-0.08033483559790788,8.316013153766555,-1.1975687753179842,19.47870169437866,1.2694505471121293,35.367222710165926
16.098000049591064,16.098000049591064,0.0,0.05297035696427055,12.705973443043174,0.27165766207620434,26.717953643442865,-1.0621902127168168,21.108111920853748,1.3094352936547087,41.27741501832887
16.170000076293945,16.170000076293945,0.0,-0.8659497938283717,11.92661417278456,0.7650610633529147,16.65346082351129,1.5099647321593315,5.029276794670633,1.0528485137406196,48.81688103180415
16.013000011444092,16.013000011444092,0.0,-1.1848135358268,9.470388619495964,-1.01082989658711,21.927247548685166,-1.5030026564364944,29.01323513864435,1.1447728164178514,40.97489733989821
15.911999940872192,15.911999940872192,0.0,1.3111534124328343,27.16967819958225,-0.7464518753747837,17.66157567668806,-0.9280447802544941,10.211328806739338,1.0839469581441754,51.991987588531664
16.11300015449524,16.11300015449524,0.0,-1.0767302456853032,5.097347581062792,-1.3981038779837558,20.22467028282739,0.9482579141935638,11.904275897944125,1.0778880978640468,53.96996174731059
16.01799988746643,16.01799988746643,0.0,1.26511144237453,9.436076879514445,1.236536887339832,8.212168213995513,0.37941123775099106,12.288127585301536,1.2368850762142232,19.546179624066806
16.0479998588562,16.0479998588562,0.0,-0.8659497938283717,11.92661417278456,0.7650610633529147,12.884949475456265,1.5099647321593315,5.029276794670633,1.0653016282710615,45.09468531221505
15.971999883651733,15.971999883651733,0.0,-0.8659497938283717,22.634794640905064,0.7650610633529147,18.778348044379776,1.5099647321593315,5.029276794670633,1.0362039596447956,56.19610936120218
16.07100009918213,16.07100009918213,0.0,-1.1848135358268,9.436076879514445,1.236536887339832,8.212168213995513,-1.5030026564364944,29.01323513864435,1.0144235905342074,67.1675586992092
16.05400013923645,16.05400013923645,0.0,-1.1848135358268,9.470388619495964,-1.01082989658711,22.834366717916975,-1.5030026564364944,29.01323513864435,1.1409509136450864,41.143227612419494
16.478000164031982,16.478000164031982,0.0,0.9497549945639072,24.682625257256802,-1.083823116204085,17.66157567668806,-0.9280447802544941,30.03110605335592,1.190525560828837,47.869043629017675
16.167999982833862,16.167999982833862,0.0,-1.0767302456853032,15.130818197371573,-1.3981038779837558,20.22467028282739,-0.777466942575087,11.904275897944125,1.2177001836438253,20.72990987699417
