Total time (s),Time o1,Time o2,v1,v2,v3,v4,v5,v6,O1,O2
15.858000040054321,15.858000040054321,0.0,0.9652957876696924,9.091810328767792,-1.3353504986084936,30.110942772181435,1.1889670881216592,13.342745433580271,1.4707209232605873,-58.02527725488851
14.54800009727478,14.54800009727478,0.0,1.308279797343284,1.5394636885113013,1.2389496476308453,27.93350682611603,1.325029608859011,9.061770467209854,1.6588061238220797,-52.818660798325595
14.592999935150146,14.592999935150146,0.0,-0.5041283445355582,30.77820978146057,0.23435197957485876,10.316390805379463,0.5965775140464804,15.826790709097223,1.8841872627425504,-46.528094165607214
14.610000133514404,14.610000133514404,0.0,-1.4888156468231266,8.165567298451075,-0.9064725946149362,28.140482683323498,1.0841482043908175,30.70224080364847,1.4395601526596662,-67.36124751471367
14.597000122070312,14.597000122070312,0.0,0.011804574992168915,12.88280725097584,-0.9604579131706413,10.858043667458736,1.0003195005758374,25.00322039526617,1.6101408785249183,-46.77335872953353
14.669000148773193,14.669000148773193,0.0,0.37177098202195635,30.918127694358844,1.3215732059063314,9.58018992642161,1.0799605838167086,26.11793035293141,1.7276691727006919,-48.361594047911254
14.6489999294281,14.6489999294281,0.0,-0.6067054739012359,12.17014490566943,-0.6827213703639806,27.021241544735695,-1.1416639603444831,23.586776749835476,1.7386885379270915,-33.15163830478329
14.57200002670288,14.57200002670288,0.0,1.371880641010431,23.254190738589422,0.05658888909300819,10.627678104720724,0.31614524261675925,23.092407311427124,1.8653255808587776,-40.38080945539156
14.671000003814697,14.671000003814697,0.0,-1.5388283769139757,21.904089704391897,1.043656534692595,18.7650194952932,0.5611067423999314,9.926753268794569,1.868990097253261,-50.60681244676032
14.799999952316284,14.799999952316284,0.0,-0.7798596261571953,8.734096993445275,-1.3737931132403123,11.287708898141231,1.0713091579890892,11.662591093116436,1.5428314640248921,-41.434052431432626
14.678000211715698,14.678000211715698,0.0,0.934554513990375,16.712270438203195,-1.5206505560402759,9.071605888213563,-1.465656190315618,22.858339331318938,1.5318029517198946,-53.75084265415558
14.634999990463257,14.634999990463257,0.0,-1.0671140289244776,5.526221985006034,-0.6633457040193823,13.209236244522605,-0.8289062016099187,13.432525175390522,1.674899829470031,-18.591133356978485
14.686999797821045,14.686999797821045,0.0,-1.3742858788145715,26.742749079969332,-1.0529198202216368,1.9526702849427129,-1.396386285527682,19.585286011512057,1.7658234299852005,-50.1174203283813
14.58400011062622,14.58400011062622,0.0,-1.2802555588365219,2.3639361225365607,0.7477306893223647,15.035183964165643,-0.5615760528317277,22.63571685076939,1.4836732519079363,-56.99809020445004
14.594000101089478,14.594000101089478,0.0,0.7827919301191941,31.383214434921598,-1.102534358390507,3.2195998889753783,-0.41777362779287874,28.125829124896253,1.787986583080754,-70.0349425509983
14.707000017166138,14.707000017166138,0.0,-1.4022188223579768,15.675500780858117,-0.9050059192470081,17.160247394011627,0.8691192919503514,1.0074084322171875,1.7180395223965321,-50.85542105948407
14.747999906539917,14.747999906539917,0.0,-0.6254579429502908,28.077857313962312,0.09814732210644883,17.07310342537295,0.800541309677107,0.10005319990819014,1.9165133793589681,-62.28496889231304
14.74399995803833,14.74399995803833,0.0,-0.000937095069934335,22.004994217000146,-0.9620282123314983,8.738002901981075,-0.8086925719448302,12.493301668866243,1.669021093647034,-32.565179626868705
14.644999980926514,14.644999980926514,0.0,-1.0701612027765388,6.00022805130242,0.5493611843897162,28.279362705138308,-0.47204066891320196,20.900510548283474,1.6413042929899253,-54.8436432877537
14.593999862670898,14.593999862670898,0.0,-0.5740323089205772,15.247089506923363,0.5619151048544282,5.4288481702489175,-0.5704267210111198,5.962215354371693,1.7469184348858986,-34.591418432059
14.625,14.625,0.0,-1.5666158096968368,21.904089704391897,1.043656534692595,18.7650194952932,0.5611067423999314,9.926753268794569,1.8854021639251703,-50.7931993965205
14.70799994468689,14.70799994468689,0.0,-0.4818068356848004,15.247089506923363,0.5619151048544282,5.4288481702489175,-0.44360550733783166,5.962215354371693,1.7838853398586025,-32.93712868440069
14.746000051498413,14.746000051498413,0.0,1.484231414538801,23.91202989269779,-0.6827213703639806,27.021241544735695,-1.1416639603444831,23.586776749835476,1.702908856500584,-42.98491743210982
